dd_synsets,ndtv_synsets,scores
"['launch', 'undertaking', 'march', 'government', 'launch', 'government', 'government', 'launch', 'crore', 'march', 'crore', 'government', 'concluding', 'undertaking', 'crore', 'undertaking', 'launch', 'government', 'concluding', 'government', 'undertaking', 'government', 'concluding', 'government', 'concluding', 'government', 'undertaking', 'government', 'launch', 'launch', 'launch', 'government', 'crore', 'launch', 'undertaking', 'launch', 'concluding', 'government', 'undertaking', 'government', 'launch', 'launch', 'launch', 'launch', 'government', 'undertaking', 'undertaking', 'second', 'concluding', 'launch', 'government', 'government', 'concluding', 'government', 'undertaking', 'launch', 'concluding']","['telecommunication', 'undertaking', 'phase', 'operator', 'optical', 'fiber', 'hot_spot', 'rural', 'hundred_thousand', 'bandwidth', 'roentgen', 'government', 'supply', 'services', 'cent', 'axial_rotation', 'internet', 'support', 'buy', 'area', 'purpose', 'exchange', 'add', 'state', 'state', 'connection', 'start', 'cost', 'launch', 'entire', 'feasible', 'viability', 'megabit', 'commercially', 'spending', 'domestically', 'march', 'secretary', 'grid', 'footprint', 'cellular', 'partial', 'interested', 'intensive', 'competition', 'estimate', 'drive', 'second', 'roll', 'cheap', 'player', 'reliance', 'manufacture', 'india', 'sell', 'merchandise', 'cover']","[0.1, 1.0, 0.2, 0.1, 0.17, 0.09, 0.08, 0.64, 0.33, 0.11, 0.11, 1.0, 0.2, 0.17, 0.11, 0.1, 0.08, 0.09, 0.25, 0.08, 0.1, 0.08, 0.17, 0.07, 0.25, 0.12, 0.12, 0.09, 1.0, 0.31, 0.6, 0.11, 0.12, 0.58, 0.11, 0.31, 0.2, 0.08, 0.1, 0.1, 0.57, 0.7, 0.32, 0.78, 0.11, 0.08, 0.17, 1.0, 0.2, 0.01, 0.08, 0.08, 0.17, 0.06, 0.1, 0.09, 0.33]"
"['philippines', 'rice', 'turn', 'quality', 'bank', 'quality', 'premier', 'premier', 'visit', 'coevals', 'pesticide', 'scientist', 'rice', 'agribusiness', 'rice', 'premier', 'decade', 'rice', 'rice', 'premier', 'work', 'premier', 'decade', 'philippines', 'curate', 'premier', 'work', 'institute', 'premier', 'quality', 'premier', 'rice', 'rice', 'work', 'premier', 'proposal', 'work', 'premier', 'premier', 'visit', 'premier', 'quality', 'work', 'besides', 'cooperative', 'premier', 'institute', 'goal', 'research', 'goal', 'agribusiness', 'regional', 'bank', 'institute', 'premier', 'cooperative', 'philippines']","['philippines', 'east', 'intensify', 'acme', 'region', 'committedness', 'symbolize', 'summit', 'visit', 'population', 'part', 'member', 'entire', 'trade', 'bilateral', 'premier', 'november', 'fiftieth', 'multilateral', 'participate', 'interaction', 'look', 'dollar', 'state', 'curate', 'connect', 'departure', 'meeting', 'group', 'return', 'unite', 'comprehensive', 'particular', 'battle', 'get_down', 'program', 'engagement', 'estimate', 'state', 'visit', 'travel', 'relationship', 'celebration', 'besides', 'partnership', 'look', 'meeting', 'focus', 'autopsy', 'policy', 'investing', 'regional', 'necktie', 'community', 'attend', 'business', 'india']","[1.0, 0.4, 0.2, 0.2, 0.17, 0.2, 0.08, 0.25, 1.0, 0.33, 0.2, 0.2, 0.13, 0.25, 0.88, 1.0, 0.2, 0.15, 0.13, 0.25, 0.2, 0.33, 0.12, 0.25, 1.0, 0.33, 0.25, 0.17, 0.14, 0.09, 0.25, 0.99, 0.2, 0.17, 0.33, 0.2, 0.2, 0.17, 0.25, 1.0, 0.33, 0.2, 0.14, 1.0, 0.2, 0.33, 0.17, 0.12, 0.25, 0.17, 0.25, 1.0, 0.09, 0.17, 0.25, 0.25, 0.25]"
"['manila', 'region', 'autopsy', 'manila', 'region', 'investing', 'premier', 'investing', 'region', 'premier', 'east', 'premier', 'premier', 'part', 'business', 'exhibition', 'put', 'autopsy', 'loyalist', 'manila', 'business', 'manila', 'business', 'acme', 'manila', 'part', 'manila', 'premier', 'connectivity', 'connectivity', 'part', 'universe', 'manila', 'premier', 'premier', 'premier', 'premier', 'part', 'focus', 'loyalist', 'enhance', 'manila', 'business', 'region', 'premier', 'narrative', 'business', 'universe', 'manila', 'narrative', 'business', 'part', 'manila', 'premier', 'part', 'premier', 'manila', 'region', 'manila', 'take', 'universe', 'manila', 'premier', 'business']","['rice', 'philippines', 'research', 'manila', 'asia', 'investing', 'summit', 'trade', 'india', 'visit', 'east', 'attend', 'unite', 'cent', 'institute', 'population', 'center', 'autopsy', 'farmer', 'regional', 'community', 'entire', 'business', 'acme', 'bilateral', 'diversification', 'global', 'arrive', 'scarcity', 'productiveness', 'enhancement', 'seed', 'international', 'constitute', 'account', 'reduce', 'lend', 'development', 'skill', 'scientist', 'enhance', 'scientific', 'bloc', 'india', 'represent', 'reception', 'meeting', 'merchandise', 'gross', 'proposal', 'leadership', 'production', 'comprehensive', 'support', 'value', 'estimate', 'asian', 'addition', 'overall', 'approve', 'headquarters', 'domestic', 'stand', 'association']","[0.1, 0.14, 0.25, 1.0, 0.14, 1.0, 0.25, 0.2, 0.12, 0.17, 1.0, 0.25, 0.25, 0.11, 0.2, 0.2, 0.33, 1.0, 0.17, 0.26, 0.17, 0.95, 1.0, 1.0, 0.06, 0.11, 0.05, 0.33, 0.17, 0.17, 0.09, 0.14, 0.25, 0.33, 0.25, 0.2, 0.25, 0.09, 0.17, 0.2, 1.0, 0.12, 0.2, 0.12, 0.25, 0.2, 0.17, 0.17, 0.3, 0.33, 0.17, 0.14, 0.04, 0.33, 0.09, 0.17, 0.64, 0.17, 0.8, 0.14, 0.11, 0.85, 0.2, 0.25]"
"['telecommunication', 'undertaking', 'phase', 'connectivity', 'phase', 'connectivity', 'state', 'phase', 'hundred_thousand', 'phase', 'phase', 'government', 'supply', 'technology', 'phase', 'undertaking', 'telecommunication', 'connectivity', 'second', 'state', 'connectivity', 'supplier', 'second', 'state', 'second', 'connectivity', 'undertaking', 'connectivity', 'telecommunication', 'phase', 'phase', 'connectivity', 'phase', 'phase', 'execution', 'phase', 'second', 'secretary', 'connectivity', 'information', 'phase', 'phase', 'phase', 'phase', 'connectivity', 'connectivity', 'undertaking', 'second', 'roll', 'phase', 'supplier', 'connectivity', 'second', 'state', 'execution', 'telecommunication', 'second']","['telecommunication', 'undertaking', 'phase', 'operator', 'optical', 'fiber', 'hot_spot', 'rural', 'hundred_thousand', 'bandwidth', 'roentgen', 'government', 'supply', 'services', 'cent', 'axial_rotation', 'internet', 'support', 'buy', 'area', 'purpose', 'exchange', 'add', 'state', 'state', 'connection', 'start', 'cost', 'launch', 'entire', 'feasible', 'viability', 'megabit', 'commercially', 'spending', 'domestically', 'march', 'secretary', 'grid', 'footprint', 'cellular', 'partial', 'interested', 'intensive', 'competition', 'estimate', 'drive', 'second', 'roll', 'cheap', 'player', 'reliance', 'manufacture', 'india', 'sell', 'merchandise', 'cover']","[1.0, 1.0, 1.0, 0.12, 0.24, 0.11, 0.17, 0.52, 1.0, 0.14, 0.11, 1.0, 1.0, 0.2, 0.11, 0.1, 0.14, 0.11, 0.25, 0.2, 0.11, 0.09, 0.17, 1.0, 0.25, 0.17, 0.12, 0.11, 0.1, 0.19, 0.19, 0.33, 0.12, 0.37, 0.12, 0.59, 0.2, 1.0, 0.11, 0.17, 0.28, 0.9, 0.09, 0.55, 0.14, 0.08, 0.17, 1.0, 1.0, 0.78, 0.17, 0.11, 0.17, 0.2, 0.11, 0.17, 0.33]"
"['rice', 'philippines', 'research', 'manila', 'region', 'investing', 'premier', 'trade', 'philippines', 'visit', 'east', 'attend', 'premier', 'relations', 'state', 'assortment', 'premier', 'research', 'scientist', 'philippines', 'meeting', 'philippines', 'state', 'acme', 'bilateral', 'cooperation', 'philippines', 'premier', 'number', 'importance', 'cooperation', 'region', 'international', 'premier', 'premier', 'strengthen', 'strengthen', 'cooperation', 'cooperation', 'scientist', 'premier', 'philippines', 'state', 'philippines', 'premier', 'relations', 'meeting', 'necktie', 'philippines', 'relations', 'meeting', 'cooperation', 'philippines', 'premier', 'policy', 'premier', 'philippines', 'region', 'philippines', 'premier', 'headquarters', 'philippines', 'premier', 'state']","['rice', 'philippines', 'research', 'manila', 'asia', 'investing', 'summit', 'trade', 'india', 'visit', 'east', 'attend', 'unite', 'cent', 'institute', 'population', 'center', 'autopsy', 'farmer', 'regional', 'community', 'entire', 'business', 'acme', 'bilateral', 'diversification', 'global', 'arrive', 'scarcity', 'productiveness', 'enhancement', 'seed', 'international', 'constitute', 'account', 'reduce', 'lend', 'development', 'skill', 'scientist', 'enhance', 'scientific', 'bloc', 'india', 'represent', 'reception', 'meeting', 'merchandise', 'gross', 'proposal', 'leadership', 'production', 'comprehensive', 'support', 'value', 'estimate', 'asian', 'addition', 'overall', 'approve', 'headquarters', 'domestic', 'stand', 'association']","[1.0, 1.0, 1.0, 1.0, 0.14, 1.0, 0.25, 1.0, 0.25, 1.0, 1.0, 1.0, 0.25, 0.1, 0.17, 0.2, 0.25, 0.25, 0.25, 0.27, 0.33, 0.53, 0.17, 1.0, 1.0, 0.17, 0.69, 0.33, 0.25, 0.17, 0.12, 0.1, 1.0, 0.33, 0.25, 0.25, 0.33, 0.12, 0.14, 1.0, 0.14, 0.96, 0.17, 0.25, 0.25, 0.11, 1.0, 0.14, 0.48, 0.14, 0.2, 0.25, 0.89, 0.33, 0.12, 0.17, 0.02, 0.17, 0.11, 0.12, 1.0, 0.65, 0.2, 0.2]"
"['afternoon', 'worker', 'allegedly', 'worker', 'worker', 'life', 'murder', 'allegedly', 'worker', 'life', 'murder', 'ride', 'allegedly', 'worker', 'death', 'motorcycle', 'afternoon', 'car', 'attack', 'case', 'case', 'worker', 'life', 'allegedly', 'hospital', 'worker', 'ride', 'life', 'life', 'worker', 'allegedly', 'worker', 'worker', 'accuse', 'worker', 'worker', 'allegedly', 'life', 'hospital', 'allegedly', 'worker', 'worker', 'worker', 'town', 'death', 'worker', 'worker', 'worker', 'case', 'worker', 'allegedly', 'worker', 'allegedly', 'life', 'worker', 'worker', 'life', 'life', 'case', 'worker', 'life', 'worker', 'life', 'worker']","['roentgen', 'worker', 'knife', 'worker', 'political', 'bail', 'murder', 'leave', 'crisp', 'police', 'murder', 'motorbike', 'kill', 'ago', 'death', 'weapon', 'old_age', 'car', 'attack', 'violence', 'case', 'member', 'work_force', 'hit', 'hospital', 'attacker', 'angle', 'incrimination', 'cue', 'barbarous', 'die', 'marxist', 'front', 'accuse', 'rival', 'unidentified', 'confirm', 'cell', 'curb', 'kill', 'mentor', 'continuous', 'attacker', 'district', 'killing', 'elements', 'violent', 'ideological', 'clang', 'militant', 'identify', 'largely', 'cause', 'record', 'afoot', 'supporter', 'party', 'claim', 'protection', 'young', 'history', 'democratic', 'details', 'front']","[0.1, 1.0, 0.14, 1.0, 0.58, 0.09, 1.0, 0.33, 0.01, 0.1, 1.0, 0.2, 0.33, 0.21, 1.0, 0.11, 0.2, 1.0, 1.0, 0.14, 1.0, 0.2, 0.1, 0.2, 1.0, 0.2, 0.33, 0.08, 0.08, 0.51, 0.2, 0.18, 0.08, 1.0, 0.25, 0.89, 0.33, 0.09, 0.11, 0.33, 0.25, 0.7, 0.2, 0.25, 0.33, 0.09, 0.15, 0.26, 0.2, 0.2, 0.25, 0.61, 0.25, 0.11, 0.8, 0.25, 0.11, 0.09, 0.17, 0.19, 0.14, 0.41, 0.11, 0.08]"
"['polls', 'urban', 'municipal', 'unit_of_measurement', 'curate', 'unit_of_measurement', 'corporation', 'local', 'district', 'civic', 'district', 'curate', 'district', 'body', 'district', 'chief', 'body', 'travel', 'election', 'district', 'body', 'purpose', 'poll', 'curate', 'polls', 'count', 'improvement', 'civic', 'curate', 'district', 'civic', 'travel', 'district', 'curate', 'curate', 'district', 'unit_of_measurement', 'curate', 'unit_of_measurement', 'unit_of_measurement', 'civic', 'vote', 'civic', 'district', 'district', 'unit_of_measurement', 'district', 'unit_of_measurement', 'district', 'unit_of_measurement', 'body', 'travel', 'civic', 'unit_of_measurement']","['polls', 'urban', 'municipal', 'manifesto', 'berra', 'provision', 'corporation', 'local', 'city', 'tap', 'better', 'mayor', 'free', 'body', 'district', 'chief', 'release', 'travel', 'promise', 'proper', 'house', 'trial', 'poll', 'voter', 'post', 'construction', 'juncture', 'woo', 'parks', 'water', 'crave', 'travel', 'isolated', 'shopkeeper', 'mayor', 'mayoral', 'ballot', 'deputy', 'exemption', 'pleasure', 'contest', 'beautification', 'award', 'acerb', 'public', 'parking', 'light', 'power', 'merely', 'grudge', 'booth', 'come', 'perform', 'disposal']","[1.0, 1.0, 1.0, 0.11, 0.11, 0.08, 1.0, 1.0, 0.25, 0.2, 0.46, 0.17, 0.12, 1.0, 1.0, 1.0, 0.14, 1.0, 0.17, 0.47, 0.14, 0.09, 1.0, 0.12, 0.33, 0.14, 0.2, 0.33, 0.11, 0.11, 0.25, 1.0, 0.88, 0.11, 0.17, 0.99, 0.11, 0.11, 0.11, 0.12, 0.1, 0.17, 0.12, 0.63, 0.27, 0.12, 0.07, 0.14, 0.06, 0.08, 0.11, 0.5, 0.33, 0.12]"
"['ruler', 'karnataka', 'protest', 'protest', 'fanatic', 'ruler', 'government', 'reject', 'state', 'ruler', 'protest', 'enforce', 'ruler', 'fanatic', 'celebration', 'organization', 'topographic_point', 'state', 'security', 'ruler', 'travel', 'ruler', 'fanatic', 'ruler', 'situation', 'ruler', 'martyr', 'ruler', 'emanation', 'pelt', 'ruler', 'ruler', 'fanatic', 'resistance', 'report', 'situation', 'ruler', 'ruler', 'organization', 'fanatic', 'fanatic', 'report', 'ruler', 'ruler', 'ruler', 'resistance', 'ruler', 'protest', 'fanatic', 'ruler', 'ruler', 'situation', 'ruler', 'revolutions_per_minute']","['tipu', 'karnataka', 'address', 'protest', 'stay', 'prohibitive', 'government', 'praise', 'state', 'policeman', 'order', 'enforce', 'president', 'state', 'celebration', 'thousand', 'topographic_point', 'district', 'security', 'sixtieth', 'travel', 'sympathizer', 'function', 'determined', 'situation', 'sultan', 'stone', 'protective', 'emanation', 'pelt', 'ruler', 'forcefully', 'die', 'resistance', 'oppose', 'odds', 'preventive', 'historically', 'people', 'comment', 'prevent', 'oppose', 'normally', 'peacefully', 'excess', 'apprehension', 'officially', 'protest', 'convert', 'elaborate', 'earlier', 'catch', 'many', 'function']","[0.12, 1.0, 0.25, 1.0, 0.25, 0.82, 1.0, 0.25, 1.0, 0.17, 0.2, 1.0, 0.12, 0.25, 1.0, 0.1, 1.0, 0.33, 1.0, 0.71, 1.0, 0.25, 0.33, 0.02, 1.0, 0.5, 0.33, 0.37, 1.0, 1.0, 1.0, 0.62, 0.2, 1.0, 0.14, 0.14, 0.53, 0.94, 0.25, 0.17, 0.33, 0.14, 0.29, 0.82, 0.61, 0.17, 0.1, 1.0, 0.25, 0.14, 0.18, 0.11, 0.34, 0.17]"
"['bus', 'free', 'bus', 'scheme', 'promote', 'public', 'use', 'free', 'bus', 'commuter', 'free', 'bus', 'use', 'curate', 'free', 'free', 'use', 'free', 'bunch', 'scheme', 'free', 'days', 'bunch', 'curate', 'free', 'curate', 'use', 'roll', 'free', 'car', 'use', 'bunch', 'bunch', 'bunch', 'use', 'curate', 'car', 'bunch', 'bunch', 'government', 'free', 'bunch', 'bunch', 'bunch', 'bunch', 'bunch', 'free', 'bunch', 'bunch', 'government', 'bus', 'bunch', 'free', 'bunch', 'curate', 'bunch', 'bunch', 'bus', 'free', 'bunch', 'curate', 'curate', 'days', 'state', 'days', 'use', 'use']","['bus', 'cluster', 'conveyance', 'plan', 'promote', 'public', 'travel', 'free', 'delhi', 'commuter', 'let', 'bus', 'use', 'hire', 'ration', 'dismay', 'kick', 'rate', 'exemption', 'anchor', 'switch_over', 'hundred_thousand', 'fleet', 'driver', 'commute', 'tackle', 'smooth', 'roll', 'implement', 'car', 'purchase', 'degree', 'severe', 'pollution', 'carry', 'passenger', 'car', 'quality', 'data', 'corporation', 'look', 'private', 'extra', 'form', 'support', 'able', 'reach', 'response', 'degree', 'government', 'road', 'about', 'guarantee', 'air', 'woman', 'expected', 'power', 'topographic_point', 'come', 'part', 'curate', 'official', 'days', 'state', 'day', 'election', 'election']","[1.0, 0.17, 0.33, 0.33, 1.0, 1.0, 0.14, 1.0, 0.07, 1.0, 0.33, 1.0, 1.0, 0.12, 0.17, 0.14, 0.11, 0.2, 0.1, 0.09, 0.2, 0.1, 0.25, 0.12, 0.25, 0.1, 0.17, 1.0, 0.25, 1.0, 0.17, 0.12, 0.87, 0.1, 0.12, 0.14, 1.0, 0.14, 0.25, 0.14, 0.33, 0.02, 0.12, 0.1, 0.1, 0.06, 0.33, 0.09, 0.12, 1.0, 0.14, 0.5, 0.33, 0.09, 0.14, 0.41, 0.12, 0.1, 0.25, 0.14, 1.0, 0.12, 1.0, 1.0, 0.14, 0.17, 0.17]"
"['toxic', 'mask', 'court', 'expert', 'breathe', 'delhi', 'times', 'city', 'air', 'region', 'situation', 'vehicle', 'toxic', 'delhi', 'envelop', 'delhi', 'toxic', 'situation', 'delhi', 'toxic', 'delhi', 'region', 'delhi', 'court', 'breathe', 'city', 'region', 'vehicle', 'toxic', 'spur', 'delhi', 'situation', 'mask', 'delhi', 'toxic', 'situation', 'toxic', 'air', 'wear', 'roll', 'delhi', 'delhi', 'mask', 'toxic', 'capital', 'toxic', 'delhi', 'toxic', 'region', 'blanket', 'plan', 'delhi', 'plan', 'mask', 'toxic', 'mask', 'toxic', 'delhi', 'secretary', 'undertake', 'pollution', 'expert', 'delhi', 'plan', 'situation', 'times', 'expert', 'toxic']","['marry', 'mask', 'couple', 'grey', 'breathe', 'delhi', 'times', 'city', 'air', 'gas', 'people', 'purifier', 'prop_up', 'ironically', 'envelop', 'disturbingly', 'picture', 'background', 'amazingly', 'get', 'chilling', 'eden', 'increasingly', 'couple', 'choke', 'beijing', 'landmark', 'header', 'gestate', 'dismay', 'new', 'fury', 'memorial', 'fancy', 'overcast', 'perfective', 'write', 'pollutant', 'wear', 'swerve', 'temporarily', 'color', 'chamber', 'intend', 'capital', 'smoke', 'professional', 'expose', 'midst', 'cover', 'trouble', 'daylong', 'world', 'backdrop', 'look', 'street', 'close', 'quite', 'politician', 'confront', 'crisis', 'expert', 'popular', 'idea', 'words', 'season', 'doctor', 'snap']","[0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1, 0.17, 0.17, 0.25, 0.43, 1.0, 0.98, 0.17, 0.2, 0.89, 0.33, 0.66, 0.5, 0.36, 0.2, 0.5, 0.33, 0.2, 0.17, 0.2, 0.17, 0.76, 0.17, 0.2, 0.85, 0.2, 0.1, 0.2, 0.12, 1.0, 0.33, 0.8, 0.62, 0.14, 0.33, 1.0, 0.25, 0.55, 0.17, 0.33, 0.5, 0.14, 0.84, 0.2, 0.12, 0.25, 0.14, 0.33, 0.23, 0.25, 0.5, 0.17, 1.0, 0.94, 0.5, 0.12, 0.33, 0.14, 0.25]"
"['report', 'postpone', 'solar', 'government', 'committee', 'table', 'solar', 'committee', 'solar', 'solar', 'report', 'solar', 'decide', 'solar', 'liability', 'resistance', 'radhakrishnan', 'solar', 'watchfulness', 'prevention', 'report', 'table', 'allege', 'prime', 'solar', 'solar', 'solar', 'centimeter', 'solar', 'solar', 'discipline', 'solar', 'solar', 'register', 'sexual', 'colleague', 'solar', 'discipline', 'politician', 'solar', 'prevention', 'judicial', 'solar', 'prime', 'discipline', 'report', 'solar', 'discipline', 'conveyance', 'democratic', 'prime', 'solar', 'conveyance', 'front', 'attempt', 'politician', 'applicability', 'applicability', 'state', 'cabinet', 'solar', 'solar', 'seek']","['report', 'postpone', 'solar', 'government', 'committee', 'table', 'convene', 'committee', 'condemnable', 'previous', 'session', 'gull', 'decide', 'rock', 'anxiety', 'sitting', 'radhakrishnan', 'lead', 'watchfulness', 'retaliation', 'abuse', 'findings', 'allege', 'volume', 'afraid', 'particular', 'constitute', 'sri_lanka_rupee', 'analyze', 'repeat', 'opinion', 'take', 'surface', 'register', 'sexual', 'colleague', 'offer', 'purpose', 'politician', 'witness', 'proceeding', 'judicial', 'submit', 'day', 'respect', 'document', 'legal', 'fact', 'panel', 'democratic', 'one', 'supply', 'stairs', 'front', 'charge', 'person', 'connection', 'mister', 'state', 'cabinet', 'clear', 'yet', 'seek']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.17, 1.0, 0.53, 0.96, 0.1, 0.11, 1.0, 0.2, 0.2, 0.2, 1.0, 0.33, 1.0, 0.17, 0.12, 0.17, 1.0, 0.2, 0.23, 0.63, 0.33, 0.14, 0.33, 0.12, 0.2, 0.25, 0.2, 1.0, 1.0, 1.0, 0.17, 0.2, 1.0, 0.25, 0.17, 1.0, 0.17, 0.17, 0.12, 0.5, 0.79, 0.17, 0.2, 1.0, 0.2, 0.2, 0.17, 1.0, 0.2, 0.33, 0.33, 0.1, 1.0, 1.0, 0.37, 0.96, 1.0]"
"['student', 'school', 'murder', 'student', 'class', 'footage', 'juvenile', 'motive', 'morning', 'juvenile', 'juvenile', 'juvenile', 'evidence', 'motive', 'juvenile', 'examination', 'motive', 'juvenile', 'motive', 'juvenile', 'morning', 'record', 'case', 'send', 'call', 'motive', 'juvenile', 'juvenile', 'juvenile', 'motive', 'turn', 'motive', 'juvenile', 'juvenile', 'examination', 'analysis', 'motive', 'juvenile', 'motive', 'juvenile', 'juvenile', 'motive', 'juvenile', 'juvenile', 'motive', 'juvenile', 'juvenile', 'juvenile', 'juvenile', 'juvenile', 'juvenile', 'class', 'class', 'morning', 'juvenile', 'murder', 'morning', 'record', 'motive', 'analysis', 'motive', 'remand', 'evidence']","['student', 'school', 'murder', 'student', 'class', 'footage', 'toilet', 'see', 'september', 'international', 'blood', 'senior', 'sample', 'knife', 'throat', 'examination', 'establish', 'repeatedly', 'take', 'father', 'week', 'video', 'case', 'slit', 'detector', 'boast', 'gardener', 'schoolmate', 'sensational', 'avoid', 'turn', 'interrogate', 'abandoned', 'classroom', 'attendance', 'survey', 'postpone', 'parent', 'fight', 'aged', 'metallic_element', 'analyze', 'besides', 'scene', 'analyze', 'properly', 'forensic', 'conductor', 'adolescent', 'subsequently', 'slit', 'class', 'part', 'moment', 'apparently', 'murder', 'days', 'file', 'talk', 'examination', 'keep', 'walk', 'midnight']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1, 0.25, 0.2, 0.87, 0.11, 0.88, 0.25, 0.14, 0.09, 1.0, 0.25, 0.43, 0.25, 0.12, 0.33, 0.17, 1.0, 0.2, 0.14, 0.11, 0.2, 0.25, 0.36, 0.33, 1.0, 0.1, 0.63, 0.1, 0.2, 0.25, 0.17, 0.14, 0.2, 0.01, 0.12, 0.33, 0.92, 0.11, 0.33, 0.79, 0.84, 0.17, 0.5, 0.4, 0.12, 1.0, 0.17, 0.17, 0.1, 1.0, 0.25, 0.5, 0.17, 0.33, 0.33, 0.2, 0.14]"
"['interaction', 'put', 'trainee', 'trainee', 'call', 'interaction', 'forfeit', 'trainee', 'subject', 'subject', 'emphatic', 'subject', 'information_science', 'trainee', 'forfeit', 'forfeit', 'subject', 'name', 'trainee', 'autopsy', 'emphatic', 'force', 'subject', 'subject', 'subject', 'trainee', 'emphatic', 'name', 'emphatic', 'trainee', 'forfeit', 'subject', 'batch', 'premier', 'today', 'curate']","['demonetization', 'yank', 'thoughtless', 'foolhardy', 'bow', 'resistance', 'circulation', 'decisive', 'currency', 'note', 'contend', 'day', 'plan', 'black', 'battle', 'protest', 'prohibition', 'name', 'indian', 'autopsy', 'unite', 'government', 'money', 'act', 'cent', 'however', 'harmonize', 'name', 'state', 'cardinal', 'time', 'year', 'people', 'premier', 'today', 'curate']","[0.17, 0.25, 0.07, 0.01, 0.1, 0.33, 0.17, 0.42, 0.11, 0.12, 0.33, 0.14, 0.14, 0.16, 0.2, 0.2, 0.1, 1.0, 0.17, 1.0, 0.25, 0.25, 0.11, 0.12, 0.1, 0.58, 0.2, 1.0, 0.25, 0.06, 0.17, 0.12, 0.25, 1.0, 1.0, 1.0]"
"['student', 'school', 'murder', 'student', 'class', 'weapon', 'slit', 'kill', 'september', 'international', 'connection', 'school', 'connection', 'kill', 'throat', 'apprehension', 'establish', 'school', 'kill', 'parent', 'morning', 'information', 'apprehension', 'kill', 'weapon', 'kill', 'juvenile', 'juvenile', 'school', 'kill', 'apprehension', 'kill', 'school', 'slit', 'apprehension', 'apprehension', 'kill', 'parent', 'kill', 'school', 'connection', 'kill', 'school', 'juvenile', 'kill', 'school', 'school', 'conductor', 'juvenile', 'school', 'slit', 'class', 'connection', 'second', 'school', 'kill', 'morning', 'information', 'kill', 'apprehension', 'kill', 'apprehension', 'connection']","['student', 'school', 'murder', 'student', 'class', 'footage', 'toilet', 'see', 'september', 'international', 'blood', 'senior', 'sample', 'knife', 'throat', 'examination', 'establish', 'repeatedly', 'take', 'father', 'week', 'video', 'case', 'slit', 'detector', 'boast', 'gardener', 'schoolmate', 'sensational', 'avoid', 'turn', 'interrogate', 'abandoned', 'classroom', 'attendance', 'survey', 'postpone', 'parent', 'fight', 'aged', 'metallic_element', 'analyze', 'besides', 'scene', 'analyze', 'properly', 'forensic', 'conductor', 'adolescent', 'subsequently', 'slit', 'class', 'part', 'moment', 'apparently', 'murder', 'days', 'file', 'talk', 'examination', 'keep', 'walk', 'midnight']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.11, 0.14, 0.25, 1.0, 1.0, 0.14, 0.7, 0.12, 0.14, 1.0, 0.17, 1.0, 0.23, 0.25, 0.5, 0.33, 0.2, 0.14, 0.17, 0.25, 0.11, 0.2, 0.25, 0.53, 0.33, 0.11, 0.1, 0.13, 0.14, 0.17, 0.11, 0.17, 1.0, 0.2, 0.78, 0.17, 0.33, 0.02, 0.11, 0.33, 0.14, 0.8, 1.0, 0.5, 0.01, 1.0, 1.0, 0.33, 0.2, 0.24, 0.5, 0.25, 0.14, 0.17, 0.12, 0.33, 0.11, 0.09]"
