,ID,centrality_word_cloud_dd,centrality_word_cloud_ndtv,centrality_word_cloud_tn
347,371,"{'Minister Narendra Modi': 0.6504347826086956, 'Namami Gange program': 0.4024844720496894, 'ghats': 0.3707093821510297, 'state govt': 0.3707093821510297, 'Kumbh': 0.3707093821510297, 'Kumbh Mela': 0.33540372670807456, 'foundation stone': 0.33540372670807456, 'occasion': 0.33540372670807456, 'key initiatives': 0.33540372670807456, 'Namami Gange programme': 0.33540372670807456, 'govt': 0.33540372670807456, 'Prime Minister Narendra': 0.33540372670807456, 'Congress': 0.33540372670807456, 'democratic institution': 0.33540372670807456, 'projects': 0.29347826086956524, 'successful event': 0.25612648221343876, 'Prime MIniter': 0.25612648221343876, 'Public Works Department': 0.21672240802675588, 'Railways': 0.21672240802675588, 'Prime Minister Modi': 0, 'Ganga pooja': 0.05797101449275362, 'Swachh Kumbh exhibition': 0.05797101449275362, 'crores': 0.043478260869565216, 'Uttar Pradesh State': 0.043478260869565216}","{'Modi': 0.15789473684210525, 'Kumbh Mela': 0.10526315789473684, 'devotees': 0.09473684210526315, 'Raebareli': 0.09473684210526315, 'Congress': 0.09473684210526315, 'Modi PM Modi': 0.07017543859649122, 'city': 0.07017543859649122, 'BJP government': 0.05263157894736842, 'Christian Michel uncle': 0.05263157894736842, 'Ottavio Quattrochi': 0.05263157894736842, 'alleged middleman': 0.05263157894736842, 'government': 0.05263157894736842, 'Bofors deal': 0.05263157894736842, 'Christian Michel': 0.05263157894736842, 'United Arab Emirates': 0.05263157894736842, 'Prayagraj': 0.05263157894736842, 'Allahabad': 0.05263157894736842, 'PM Modi': 0.05263157894736842, 'public meeting': 0.05263157894736842, 'PM Modi visit': 0.0}","{'PM Narendra Modi': 0.2274436090225564, 'government': 0.20578231292517007, 'Narendra Modi': 0.19642857142857142, 'armed forces': 0.1800595238095238, 'Control Centre': 0.17285714285714285, 'place': 0.16005291005291003, 'defence deals': 0.14901477832512314, 'forces': 0.14901477832512314, 'Prayagraj': 0.1488095238095238, 'Congress governments': 0.13504464285714285, 'governments': 0.12710084033613445, 'devotee': 0.1167953667953668, 'PM Modi': 0.11160714285714286, 'jackets': 0.1108058608058608, 'Modi': 0.08928571428571429, 'Uttar Pradesh': 0.08928571428571429, 'good news': 0.08928571428571429, 'rally': 0.0744047619047619, 'Modi PM Modi': 0.03571428571428571, 'control centre': 0.03571428571428571, 'star campaigner': 0.03571428571428571, 'Rae Barelli': 0.03571428571428571, 'PM ModiPM Modi': 0.03571428571428571, 'people': 0.03571428571428571, 'devotees': 0.03571428571428571, 'Akshay Vat': 0.03571428571428571, 'CM Yogi Adityanath': 0.0, 'projects': 0.0, 'deal': 0.0}"
348,372,"{'Christian Michel': 0.7111111111111111, 'CBI CBI': 1.0923076923076924, 'AgustaWestland VVIP chopper': 0.8571428571428572, 'Mumbai': 0.4, 'VVIP chopper case': 0, 'middlemen': 0.4, 'CBI': 0, 'India': 0.4, 'court': 0.32000000000000006, 'special CBI court': 0, 'CBI custody': 0}","{'Christian Michel': 0.2752380952380952, 'Delhi court': 0.2752380952380952, 'CBI custody': 0.23495934959349593, 'central agency': 0.20496453900709222, '3,600-crore chopper scam': 0.18888888888888888, 'Rs 3,600-crore chopper': 0.18888888888888888, 'Patiala House Court': 0.18888888888888888, 'AgustaWestland chopper scam': 0.18888888888888888, 'alleged middleman': 0.18888888888888888, 'Indian politicians': 0.18888888888888888, 'bribes': 0.18888888888888888, 'luxury choppers': 0.18888888888888888, 'CBI CBI': 0.17839506172839506, 'custody': 0.15291005291005288, 'signature': 0.15291005291005288, 'counsel Rosemary Patrizi': 0.15052083333333333, 'Michel': 0.1482051282051282, 'bail plea': 0.14378109452736318, 'United Progressive Alliance': 0.08888888888888888, 'Dubai': 0.07619047619047618, 'India': 0.07619047619047618, 'Alliance': 0.05333333333333334, 'extradition request': 0.05333333333333334, 'non-cooperation': 0.03333333333333333, '9-day custody': 0.03333333333333333, 'CBI': 0.03333333333333333, 'Michel Christian Michel': 0.03333333333333333, 'trials': 0.0, 'Rosemary Patrizi': 0.0, 'House Court': 0.0, 'Twitter': 0.0}","{'Patiala House Court': 0.6302083333333333, 'CBI': 0.5041666666666667, 'AgustaWestland VVIP chopper': 0.42013888888888884, 'AgustaWestland middleman Christian': 0.4033333333333333, 'lawyer Rosemary Patrizi': 0.4033333333333333, 'AgustaWestland middleman AgustaWestland': 0.3878205128205128, 'Bureau': 0.3878205128205128, 'alleged middleman': 0.3878205128205128, 'witnesses': 0.3601190476190476, 'UAE': 0.3361111111111111, 'middleman': 0.2965686274509804, 'ANI': 0.26535087719298245, 'middlemen': 0.0}"
349,373,"{'cordon': 0.3472222222222222, 'Army official': 0.3472222222222222, 'security forces': 0.2777777777777778, 'terrorists': 0.2314814814814815, 'gunfight': 0.2314814814814815, 'Army': 0.19841269841269843, 'soldier': 0.0, 'Kashmir': 0.0, 'group affiliation': 0.0, 'identity': 0.0}","{'security forces': 0.6428571428571428, 'terrorists': 0.5, 'police official': 0.44999999999999996, 'encounter': 0.375, 'police': 0.375, 'specific intelligence input': 0.375, 'search operations': 0.3214285714285714, 'Massive clashes': 0.0, 'Twitter': 0.0}","{'civilians': 0.19753086419753085, 'clashes': 0.18233618233618235, 'authorities': 0.1316872427983539, 'IANS': 0.12475633528265107, 'district hospital': 0.12475633528265107, 'hospital': 0.12475633528265107, 'hospital authorities': 0.12475633528265107, 'reports': 0.11851851851851852, 'security': 0.09481481481481481, 'police': 0.07407407407407407, 'civilians clashes': 0.07407407407407407, 'operation': 0.04938271604938271, 'local militants': 0.04938271604938271, 'Abid Hussain': 0.04938271604938271, 'Amir Ahmad': 0.04938271604938271, 'militants': 0.037037037037037035, 'people': 0.037037037037037035, 'Hizbul Mujahideen terrorists': 0.0, 'encounter': 0.0, 'army': 0.0, 'Amir': 0.0, 'Abid': 0.0, 'civilian protester': 0.0, 'terrorists': 0.0, 'leader Omar Abdullah': 0.0, 'way': 0.0, 'Protests': 0.0, 'Mobile internet services': 0.0}"
350,374,"{'Congress': 0.8148148148148148, 'Congress Chief Minister': 0.2314814814814815, 'assembly elections': 0.2314814814814815, 'majority': 0.2314814814814815, 'legislature party': 0.2314814814814815, 'chief minister': 0, 'Congress chief': 0, 'Charandas Mahant': 0.1111111111111111, 'senior state leaders': 0.1111111111111111, 'Congress legislature party': 0, 'president Rahul Gandhi': 0.0, 'AICC observer Mallikarjun': 0.0, 'AICC General Secretary': 0.0}","{'Congress': 0.34086956521739137, 'Sachin Pilot': 0.30434782608695654, 'Kamal Nath': 0.30434782608695654, 'high drama': 0.27489481065918653, 'Charan Das Mahant': 0.23671497584541065, 'Mr Baghel': 0.23671497584541065, 'chief minister': 0.2242562929061785, 'Congress legislature party': 0.2242562929061785, 'similar teaser': 0.2242562929061785, 'Rahul Gandhi deputy': 0.207847295864263, 'Minister': 0.207847295864263, 'Ashok Gehlot': 0.2028985507246377, 'Rajasthan Congress': 0.19367588932806326, 'discussions': 0.18131359851988899, 'Rajasthan Chief Minister': 0.1549407114624506, 'seats': 0.043478260869565216, 'Assembly elections': 0.043478260869565216, 'Deo': 0.0, 'Bhupesh Baghel': 0.0, 'TS Singh Deo': 0.0, 'Chhattisgarh chief Bhupesh': 0.0, 'chief Rahul Gandhi': 0.0, 'rival camps': 0.0, 'announcement': 0.0}","{'Congress Legislature Party': 0.2314814814814815, 'CLP': 0.2314814814814815, 'MLAs': 0.2192982456140351, 'president Rahul Gandhi': 0.19841269841269843, 'leaders': 0.1736111111111111, 'Chhattisgarh': 0.1736111111111111, 'Rahul Gandhi': 0.16025641025641024, 'Congress Legislative Party': 0.16025641025641024, 'leader': 0.16025641025641024, 'press conference': 0.1488095238095238, 'decision': 0.1488095238095238, 'Lok Sabha MP': 0.1488095238095238, 'outgoing Assembly TS': 0.1488095238095238, 'Congress': 0.1388888888888889, 'state Mallikarjun Kharge': 0.13440860215053765, 'Chhattisgarh Chief Minister': 0.11261261261261263, 'political lightweight Bhaghel': 0.1111111111111111, 'government': 0.07407407407407407, 'Chhattisgarh cabinet': 0.06666666666666667, 'Digvijaya Singh': 0.06666666666666667, 'administrative experience': 0.06666666666666667, 'people': 0.04938271604938271, 'heart': 0.04938271604938271, 'Bhagel': 0.037037037037037035, 'Congress president': 0.037037037037037035, 'Chief Minister': 0.037037037037037035, 'race': 0.037037037037037035, 'Singhdeo': 0.0}"
351,375,"{'40-member assembly': 0.4166666666666667, 'MNF': 0.3125, 'MLAs': 0.25, 'Buddha Dhan Chakma': 0.25, 'BJP MLA': 0.25, '40-member state legislature': 0.20833333333333334, 'oath': 0.2, 'Mizo': 0.13333333333333333, 'Governor K Rajasekharan': 0.13333333333333333, 'National Front president': 0.0, 'Zoram-thanga': 0.0}","{'Mr Zoramthanga': 0.6363636363636364, 'chief minister': 0.3712121212121212, 'MNF government': 0.3712121212121212, 'oath': 0.34265734265734266, '12-member ministry': 0.34265734265734266, 'Governor K Rajasekharan': 0.34265734265734266, 'Mizoram': 0.34265734265734266, 'deputy chief minister': 0.34265734265734266, 'major churches': 0.09090909090909091, 'prayers': 0.09090909090909091, 'Mizoram Kohhran Hruaitute': 0.0, 'Twitter': 0.0}","{'Governor K Rajasekharan': 0.17857142857142858, 'oath': 0.15625, 'MNF chief Zoramthanga': 0.1388888888888889, 'seats': 0.1388888888888889, 'Mizo National': 0.10416666666666667, 'Zoramthanga': 0.1, 'unregistered Zoram Peoples': 0.09615384615384616, 'chief minister': 0.06666666666666667, 'rebel leader': 0.06666666666666667, 'Congress': 0.05, 'Congress party': 0.05, 'power': 0.05, 'BJP': 0.05, 'BJP account': 0.05, 'elections': 0.05, 'state': 0.05, 'Mizoram Assembly Elections': 0.05, 'MNF': 0.05, 'polls': 0.05, 'ceremony': 0.0, 'seat': 0.0}"
352,376,"{'Madhya Pradesh Congress': 1.1471091000502764, 'Congress': 0, 'promises': 0.2895927601809955, 'new Government': 0.2689075630252101, 'Congress manifesto': 0, 'new Chief minister': 0.3137254901960784, 'oath': 0.23529411764705882, 'media': 0.23529411764705882, 'Congress chief Sachin': 0, 'President Rahul Gandhi': 0.11764705882352941, 'Rajasthan Chief Minister': 0, 'decision': 0.0784313725490196, 'party observer': 0.058823529411764705, 'announcement': 0.058823529411764705, 'end': 0.0, 'era': 0.0, 'President Kamal Nath': 0.0, 'Kamal Nath': 0.0}","{'Ashok Gehlot': 0.3025210084033613, 'Congress': 0.21176470588235294, 'chief minister': 0.17647058823529413, 'Rahul Gandhi': 0.17647058823529413, 'party leadership': 0.17647058823529413, 'sources': 0.17647058823529413, 'Chief Minister': 0.14117647058823532, 'frontrunners TS Singh': 0.11764705882352941, 'party leaders': 0.0784313725490196, 'Delhi': 0.0784313725490196, 'Sachin Pilot': 0.058823529411764705, 'Deputy Chief Minister': 0.058823529411764705, 'Party observer': 0.058823529411764705, 'final decision': 0.058823529411764705, 'Sachin residence': 0.0, 'Sachin': 0.0, 'Rajasthan KC Venugopal': 0.0, 'updates': 0.0}","{'Sachin Pilot': 0.46753246753246747, 'chief Rahul Gandhi': 0.42857142857142855, 'Congress': 0.36734693877551017, 'sources': 0.3282674772036474, 'deputy CM': 0.3214285714285714, 'Congress chief Rahul': 0.3214285714285714, 'Ashok Gehlot': 0.30857142857142855, 'reports': 0.30857142857142855, 'Kamal Nath': 0.2911051212938005, 'Madhya Pradesh': 0.2911051212938005, 'Jyotiraditya Scindia': 0.2911051212938005, 'Congress chief': 0.2911051212938005, 'rounds': 0.2911051212938005, 'party': 0.2911051212938005, 'Chief Minister': 0.2805194805194805, 'halfway mark': 0.26150121065375304, 'Sources': 0.23736263736263735, 'Rahul Gandhi': 0.2204081632653061, 'IANS': 0.1773399014778325, 'Pilot': 0.047619047619047616, 'peace': 0.047619047619047616, 'decision': 0.0}"
353,377,"{'BJP President': 0.2727272727272727, 'Rafale deal': 0.28205128205128205, 'Supreme Court': 0.34154121445520674, 'Rahul Gandhi': 0.21818181818181817, 'Minister Rajnath Singh': 0.44828722002635046, 'Minister Ravishankar Prasad': 0, 'people': 0.18524871355060032, 'occasion': 0.17532467532467533, 'FM Arun Jaitley': 0.17532467532467533, 'issues': 0.17532467532467533, 'Lok Sabha': 0.17532467532467533, 'Various issues': 0.17532467532467533, 'Govt': 0.16927899686520376, 'proceedings': 0.16927899686520376, 'crucial judgment': 0.16927899686520376, 'Chief Justice': 0.1616161616161616, 'allegations': 0.1558441558441558, 'Indian Air Force': 0.14918414918414918, 'apology': 0.1344956413449564, 'BJP': 0.1344956413449564, 'matter': 0.1344956413449564, 'petitions': 0.10774410774410774, 'three-judge bench': 0.10207336523125997, 'fighter jets': 0.10207336523125997, 'Apex court': 0, 'commercial favouritism': 0.10207336523125997, 'question': 0.09696969696969698, 'CBI probe': 0.07757575757575758, 'fiction writing': 0.030303030303030304, 'national security': 0.030303030303030304, 'Defence Minister Nirmala': 0, 'Rafale': 0, 'probe': 0.0, 'Arun Jaitley': 0.0}","{'government': 0.3898500576701268, 'Supreme Court': 0.38235294117647056, 'jets': 0.348813209494324, 'French firm Dassault': 0.3206831119544592, 'Anil Ambani': 0.3012477718360071, 'document': 0.27614379084967317, 'Rafale fighter jets': 0.2686804451510334, 'huge government-opposition row': 0.2686804451510334, 'pricing details': 0.2686804451510334, 'planes': 0.261609907120743, 'demand': 0.261609907120743, 'secrecy clause': 0.261609907120743, 'deal': 0.261609907120743, 'Rafale fighter': 0.261609907120743, 'expensive new contract': 0.2582123758594347, 'Congress': 0.242467718794835, 'senior Air Force': 0.242467718794835, 'Petitions': 0.23391003460207613, 'Rahul Gandhi': 0.22853279242731575, 'NDTV': 0.21848739495798317, 'contract': 0.204972710733778, 'petitions': 0.204972710733778, 'investigation': 0.2028811524609844, 'public': 0.20083184789067143, 'Minister Narendra Modi': 0.18074866310160426, 'Dassault': 0.18074866310160426, 'clause': 0.14727668845315903, 'verdict': 0.029411764705882353, 'India Ranjan Gogoi': 0.029411764705882353, 'officers': 0.029411764705882353, 'Air Force': 0.029411764705882353, 'chief Rahul Gandhi': 0.0, 'national security': 0.0, 'lawyer Prashant Bhushan': 0.0, 'Yashwant Sinha': 0.0}","{'government': 0.37625418060200666, 'Rafale deal': 0.3461538461538461, 'non-disclosure agreement': 0.2472527472527472, 'Supreme Court': 0.23388773388773387, 'Inter-Governmental Agreement': 0.23388773388773387, 'opposition': 0.23388773388773387, 'Medium Multi-role Combat': 0.23388773388773387, 'higher price': 0.23388773388773387, 'government decision': 0.23388773388773387, 'NDA': 0.23388773388773387, 'Rafale': 0.23388773388773387, 'Anil Ambani': 0.2277327935222672, 'Rahul Gandhi': 0.2277327935222672, 'justices': 0.22189349112426035, 'prices': 0.17660910518053374, 'Creditthe Rafale deal': 0.16968325791855202, 'ministers Yashwant Sinha': 0.038461538461538464, 'SC': 0.038461538461538464, 'CBI': 0.038461538461538464, 'alleged irregularities': 0.038461538461538464, 'New Delhi': 0.0, 'India Ranjan Gogoi': 0.0, 'Vineet Dhanda': 0.0, 'Sharma': 0.0, 'advocate Prashant Bhushan': 0.0, 'Rafale fighter jets': 0.0, 'agreement': 0.0}"
354,378,{},"{'Jyotiraditya Scindia': 0.23272727272727273, 'Madhya Pradesh': 0.18285714285714286, 'sources': 0.17066666666666666, 'high profile post': 0.16, 'chief minister': 0.16, 'Kamal Nath': 0.14222222222222222, 'united face': 0.14222222222222222, 'Mr Scindia': 0.1219047619047619, 'Scindia': 0.11130434782608696, 'stop': 0.08, 'leaders': 0.08, 'minister Shivraj Singh': 0.05333333333333333, 'chief': 0.05333333333333333, 'Rahul Gandhi': 0.05333333333333333, 'servant': 0.05333333333333333, 'state': 0.04, 'formal announcement': 0.04, 'announcement': 0.04, 'party': 0.04, 'Congress': 0.0, 'Congress lawmakers': 0.0, 'Kamal Nath Kamal': 0.0, 'unity': 0.0, 'results': 0.0, 'hands': 0.0, 'conflicting picture': 0.0}","{'Congress': 0.48484848484848486, 'Jyotiraditya Scindia': 0.3950617283950617, 'leader Kamal Nath': 0.3232323232323232, 'party leadership': 0.30476190476190473, 'Congress leader': 0.30476190476190473, 'Madhya Pradesh': 0.2882882882882883, 'oath': 0.2882882882882883, 'MP CM': 0.2882882882882883, 'deputy': 0.2882882882882883, 'majority mark': 0.2882882882882883, 'separate meetings': 0.2882882882882883, 'Indira Gandhi': 0.25396825396825395, 'selection': 0.25396825396825395, 'earlier reports': 0.25396825396825395, 'post': 0.25396825396825395, 'party line': 0.25396825396825395, 'Bharatiya Janata Party': 0.2222222222222222, 'state': 0.09375, 'BJP': 0.09375, 'Bahujan Samaj Party': 0.0625, 'seats': 0.0625, 'Scindia': 0.0, 'era': 0.0, 'Singh Chouhan': 0.0, 'Rahul Gandhi': 0.0}"
355,379,"{'state': 0.3142857142857143, 'Mohammad Mohamood': 0.16000000000000003, 'oath': 0.13333333333333333, 'high court judges': 0.11428571428571428, 'ceremony': 0.11428571428571428, 'seat state Assembly': 0, 'two-thirds': 0.11428571428571428, 'Telangana Rastra': 0.16666666666666669, 'simple ceremonial programme': 0.1, 'chief minister': 0.1, 'time': 0.1, 'KCR': 0.08888888888888889, 'Chief Minister': 0.06666666666666667, 'Telangana': 0, 'Raj Bhavan': 0.06666666666666667, 'Hyderabad': 0.06666666666666667, 'Chandrasekhar Rao': 0.0, 'Mohammad Mohamood Ali': 0.0, 'Mohamood Ali Mohammad': 0.0, 'court judges': 0.0, 'TRS': 0.0}","{'minister': 0.125, 'statehood': 0.125, 'Mr Rao': 0.12, 'leader': 0.1, 'Chandrashekar Rao': 0.09, 'oath': 0.09, 'Telangana': 0.08333333333333334, 'huge cash benefits': 0.08333333333333334, 'previous TRS': 0.08, 'seats': 0.072, 'Rao Mr Rao': 0.072, 'Mr': 0.072, 'state': 0.07142857142857144, 'election': 0.06, 'previous TRS government': 0.06, 'Mehmood Ali': 0.05333333333333333, 'post': 0.05333333333333333, '64-year-old Chief Minister': 0.04, 'state assembly': 0.04, 'statehood movement': 0.04, 'Telangana pride': 0.04, 'Mr Naidu': 0.0, 'Telugu Desam Party': 0.0, 'chief': 0.0, 'huge welfare drive': 0.0, 'Twitter': 0.0}","{'KCR': 0.25452488687782804, 'state': 0.23634453781512604, 'TRS': 0.20680147058823528, 'daughter K Kavitha': 0.16544117647058823, 'sizeable time': 0.16544117647058823, 'grassroots level': 0.16544117647058823, 'formation': 0.16544117647058823, 'farmers': 0.16544117647058823, 'houses': 0.16544117647058823, 'decision': 0.16544117647058823, 'Assembly': 0.16544117647058823, 'Assembly seats': 0.1438618925831202, 'impressive victory': 0.1438618925831202, 'TRS victory': 0.1438618925831202, 'section': 0.1438618925831202, 'origin': 0.1438618925831202, 'Bharatiya Janata Party': 0.058823529411764705, 'family members': 0.058823529411764705, 'grand alliance': 0.058823529411764705, 'Madhya Pradesh': 0.0392156862745098, 'major states': 0.0392156862745098, 'deep inroads': 0.0392156862745098, 'common people': 0.0392156862745098, 'politics': 0.0392156862745098, 'views': 0.0392156862745098, 'time': 0.029411764705882353, 'seats': 0.029411764705882353, 'state house': 0.029411764705882353, 'campaign mode': 0.029411764705882353, 'Telangana Rashtra Samiti': 0.0, 'grand victory': 0.0, 'Telangana': 0.0, 'initiatives': 0.0, 'anti-Modi proximity': 0.0, 'Asaduddin Owaisi': 0.0}"
356,380,"{'Kovind': 0.5877551020408163, 'Myanmar': 0.8784648187633262, 'India': 0.8162007484041383, 'potential': 0.42857142857142855, 'economic development': 0.42857142857142855, 'President Ram Nath': 0.3881401617250674, 'social enterprise': 0.38095238095238093, 'civilisational ethos': 0.3609022556390977, 'faiths': 0.3609022556390977, 'bilateral engagements': 0.354679802955665, 'Neighbourhood': 0.354679802955665, 'central tenets': 0.354679802955665, 'foreign policy': 0.354679802955665, 'Act East': 0.354679802955665, 'neighbours': 0.354679802955665, 'infrastructure': 0.354679802955665, 'good wishes': 0.34866828087167073, 'brighter future': 0.34866828087167073, 'India aspirations': 0, 'soft infrastructure': 0.34866828087167073, 'hard infrastructure': 0.34866828087167073, 'bilateral vision': 0.34866828087167073, 'challenges': 0.34866828087167073, 'challenges Myanmar': 0, 'Indian community': 0.2706766917293233, 'countries': 0.03571428571428571, 'civilisational ethos shows': 0.03571428571428571, 'civilisational friend': 0.0, 'sister democracy': 0.0}","{'Myanmar': 0.32142857142857145, 'Indian tourists': 0.28125, 'India': 0.28125, 'President Ram Nath': 0.25, 'East Policy': 0.20454545454545456, 'rubric': 0.20454545454545456, 'Nay Pyi Taw': 0.20454545454545456, 'Minister Narendra Modi': 0.20454545454545456, 'engagements': 0.17307692307692307, 'Motor Vehicles Agreement': 0.17307692307692307, 'Land-border Crossing Agreement': 0.1111111111111111, 'President': 0.07407407407407407, 'Northeast region': 0.07407407407407407, 'Border Crossing Agreement': 0.05555555555555555, 'effect': 0.05555555555555555, 'agreements': 0.0, 'Counsellor Daw Aung': 0.0, 'San Suu Kyi': 0.0, 'Twitter': 0.0}","{'Myanmar': 0.30440251572327043, 'India': 0.2987654320987654, 'statement': 0.2830409356725146, 'peace': 0.2734463276836158, 'leaders': 0.256084656084656, 'mutual benefit': 0.2520833333333333, 'bilateral relations': 0.2520833333333333, 'outstanding boundary demarcation': 0.2482051282051282, 'port operator': 0.23047619047619045, 'support': 0.218018018018018, 'operator': 0.218018018018018, 'process': 0.218018018018018, 'bilateral trade': 0.218018018018018, 'stability': 0.2151111111111111, 'countries borders': 0.2151111111111111, 'issue': 0.2151111111111111, 'terrorism': 0.20683760683760682, 'significant threat': 0.19206349206349205, 'Sittwe Port': 0.18127340823970037, 'countries': 0.16982456140350877, 'development': 0.14666666666666667, 'world community': 0.13908045977011493, 'mutual respect': 0.13908045977011493, 'President Ram Nath': 0.03333333333333333, 'extensive talks': 0.03333333333333333, 'bilateral cooperation': 0.03333333333333333, 'international situation': 0.03333333333333333, 'joint statement': 0.0, 'people': 0.0, 'boundary': 0.0, 'demarcation issues': 0.0}"
357,381,"{'President Ram Nath': 0.6005272922566156, 'India': 0.6137436614792796, 'capacity building': 0.3036437246963563, 'rice biomass': 0.2753977968176255, 'India experience': 0, 'Myanmar': 0.5273574832677934, 'project': 0.251959686450168, 'Advanced Centre': 0.251959686450168, 'Agricultural Research': 0.251959686450168, 'Myanmar students': 0, 'President': 0, 'Centre': 0.19413287316652286, 'Participatory Knowledge Management': 0.19413287316652286, 'Post Harvest Technology': 0.19413287316652286, 'dignitaries': 0.18796992481203006, 'Rice Bio-Park': 0.18796992481203006, 'programme': 0.05263157894736842, 'IARI': 0.05263157894736842, 'mobile app': 0.05263157894736842, 'farmers': 0.05263157894736842}","{'Myanmar': 0.32142857142857145, 'Indian tourists': 0.28125, 'India': 0.28125, 'President Ram Nath': 0.25, 'East Policy': 0.20454545454545456, 'rubric': 0.20454545454545456, 'Nay Pyi Taw': 0.20454545454545456, 'Minister Narendra Modi': 0.20454545454545456, 'engagements': 0.17307692307692307, 'Motor Vehicles Agreement': 0.17307692307692307, 'Land-border Crossing Agreement': 0.1111111111111111, 'President': 0.07407407407407407, 'Northeast region': 0.07407407407407407, 'Border Crossing Agreement': 0.05555555555555555, 'effect': 0.05555555555555555, 'agreements': 0.0, 'Counsellor Daw Aung': 0.0, 'San Suu Kyi': 0.0, 'Twitter': 0.0}","{'Myanmar': 0.30440251572327043, 'India': 0.2987654320987654, 'statement': 0.2830409356725146, 'peace': 0.2734463276836158, 'leaders': 0.256084656084656, 'mutual benefit': 0.2520833333333333, 'bilateral relations': 0.2520833333333333, 'outstanding boundary demarcation': 0.2482051282051282, 'port operator': 0.23047619047619045, 'support': 0.218018018018018, 'operator': 0.218018018018018, 'process': 0.218018018018018, 'bilateral trade': 0.218018018018018, 'stability': 0.2151111111111111, 'countries borders': 0.2151111111111111, 'issue': 0.2151111111111111, 'terrorism': 0.20683760683760682, 'significant threat': 0.19206349206349205, 'Sittwe Port': 0.18127340823970037, 'countries': 0.16982456140350877, 'development': 0.14666666666666667, 'world community': 0.13908045977011493, 'mutual respect': 0.13908045977011493, 'President Ram Nath': 0.03333333333333333, 'extensive talks': 0.03333333333333333, 'bilateral cooperation': 0.03333333333333333, 'international situation': 0.03333333333333333, 'joint statement': 0.0, 'people': 0.0, 'boundary': 0.0, 'demarcation issues': 0.0}"
358,382,"{'Minister Narendra Modi': 0.44720496894409933, 'fellow countries development': 0.3609022556390977, 'health spending': 0.32653061224489793, 'Govt': 0.3214285714285714, 'lakh beneficiaries': 0.30703624733475476, 'common goal': 0.30703624733475476, 'Child Health': 0.29813664596273287, 'prevention programme': 0.29813664596273287, 'happiness': 0.29813664596273287, 'pregnant women': 0.29813664596273287, 'universal immunization programme': 0.29813664596273287, 'Ayushman Bharat scheme': 0.29813664596273287, 'Health': 0.29813664596273287, 'Sustainable Development Goals': 0.29813664596273287, 'India': 0.29387755102040813, 'Government': 0.24489795918367344, 'Partners': 0.23645320197044334, 'Pradhan Mantri Surakshit': 0.23645320197044334, 'benefit': 0.22857142857142856, 'Children': 0.22857142857142856, 'goals': 0.22119815668202764, 'child health': 0.1940700808625337, 'partners': 0.19225634178905204, 'countries': 0.15946843853820597, 'stakeholders': 0.15946843853820597, 'New Delhi': 0.0, 'possible care': 0.0, 'previous chapters': 0.0, 'partnership': 0.0}","{'government': 0.41935483870967744, 'Modi PM Modi': 0.34072580645161293, 'Rashtriya Bal Swasthya': 0.34072580645161293, 'medical care': 0.3254694270582571, 'children': 0.3254694270582571, 'government spending': 0.3071331213084962, 'PM Modi': 0.30286738351254483, 'cent': 0.2946817785527463, 'actual increase': 0.2832006702974445, 'initiative': 0.2832006702974445, 'Modi': 0.25960061443932414, 'Jan Arogya Yojana': 0.2535633908477119, 'India': 0.2535633908477119, 'scheme': 0.2506488691138302, 'comprehensive primary care': 0.2450163102573396, 'public health': 0.2450163102573396, 'rural development': 0.2450163102573396, 'Partners': 0.22480877951446623, 'pregnant women': 0.22480877951446623, 'free medicines': 0.20379861320470305, 'Ayushman Bharat Yojana': 0.20005918910920392, 'diagnostic support': 0.20005918910920392, 'cashless health insurance': 0.1964545190351642, 'success story': 0.1964545190351642, 'Pradhan Mantri Surakshit': 0.1964545190351642, 'care': 0.1964545190351642, 'patients': 0.1652003910068426, 'community': 0.06451612903225806, 'free screening': 0.04301075268817204, 'common diseases': 0.04301075268817204, 'immunization programme': 0.0, 'ante-natal care check-ups': 0.0}","{'BJP': 0.40075757575757576, 'BJP BJP': 0.3327044025157233, 'caste chemistry': 0.3327044025157233, 'Rahul': 0.3148809523809524, 'seats BJP': 0.2671717171717172, 'Assembly': 0.2671717171717172, 'seats': 0.2671717171717172, 'Lok Sabha calculus': 0.2671717171717172, 'Lok Sabha map': 0.2671717171717172, 'NDA': 0.2671717171717172, 'Madhya Pradesh': 0.2671717171717172, 'Lok Sabha seats': 0.2483568075117371, 'Uttar Pradesh': 0.2483568075117371, 'Rahul Rahul': 0.2382882882882883, 'Lok Sabha tally': 0.2351111111111111, 'SP': 0.2351111111111111, 'heart': 0.2260683760683761, 'divination': 0.2260683760683761, 'Lok Sabha': 0.19377289377289378, 'pollsters': 0.19377289377289378, 'principal challenger': 0.18368055555555557, 'Modi': 0.18368055555555557, 'history': 0.156047197640118, 'Lok': 0.156047197640118, 'Assembly elections': 0.03333333333333333, 'parties': 0.03333333333333333, 'Rahul Gandhi': 0.0, 'General elections': 0.0, 'Congress': 0.0, 'Assembly results': 0.0, 'Results': 0.0}"
